Atención;FEMENINO;MASCULINO;NO DEFINIDO;NR - NO REPORTADO;Año;Ubicación
F142 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE COCAINA: SINDROME DE DEPENDENCIA;;1;;;2020;17055 - Aguadas
F144 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE COCAINA: ESTADO DE ABSTINENCIA CON DELIRIO;;;;;2020;17056 - Aguadas
F148 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE COCAINA: OTROS TRASTORNOS MENTALES Y DEL COMPORTAMIENTO;;;;;2020;17057 - Aguadas
F149 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE COCAINA: TRASTORNO MENTAL Y DEL COMPORTAMIENTO, NO ESPECIFICADO;;1;;;2020;17058 - Aguadas
F153 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE OTROS ESTIMULANTES, INCLUIDA LA CAFEINA: ESTADO DE ABSTINENCIA;;;;;2020;17059 - Aguadas
F156 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE OTROS ESTIMULANTES, INCLUIDA LA CAFEINA: SINDROME AMNESICO;;;;;2020;17060 - Aguadas
F160 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE ALUCINOGENOS: INTOXICACION AGUDA;;;;;2020;17061 - Aguadas
F162 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE ALUCINOGENOS: SINDROME DE DEPENDENCIA;;;;;2020;17062 - Aguadas
F163 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE ALUCINOGENOS: ESTADO DE ABSTINENCIA;;;;;2020;17063 - Aguadas
F165 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE ALUCINOGENOS: TRASTORNO PSICOTICO;;;;;2020;17064 - Aguadas
F168 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE ALUCINOGENOS: OTROS TRASTORNOS MENTALES Y DEL COMPORTAMIENTO;;;;;2020;17065 - Aguadas
F169 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE ALUCINOGENOS: TRASTORNO MENTAL Y DEL COMPORTAMIENTO, NO ESPECIFICADO;;;;;2020;17066 - Aguadas
F172 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE TABACO: SINDROME DE DEPENDENCIA;;;;;2020;17067 - Aguadas
F178 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE TABACO: OTROS TRASTORNOS MENTALES Y DEL COMPORTAMIENTO;;;;;2020;17068 - Aguadas
F180 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE DISOLVENTES VOLATILES: INTOXICACION AGUDA;;;;;2020;17069 - Aguadas
F183 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE DISOLVENTES VOLATILES: ESTADO DE ABSTINENCIA;;;;;2020;17070 - Aguadas
F190 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE MULTIPLES DROGAS Y AL USO DE OTRAS SUSTANCIAS PSICOACTIVAS: INTOXICACION AGUDA;;;;;2020;17071 - Aguadas
F191 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE MULTIPLES DROGAS Y AL USO DE OTRAS SUSTANCIAS PSICOACTIVAS: USO NOCIVO;1;1;;;2020;17072 - Aguadas
F192 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE MULTIPLES DROGAS Y AL USO DE OTRAS SUSTANCIAS PSICOACTIVAS: SINDROME DE DEPENDENCIA;;1;;;2020;17073 - Aguadas
F193 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE MULTIPLES DROGAS Y AL USO DE OTRAS SUSTANCIAS PSICOACTIVAS: ESTADO DE ABSTINENCIA;;2;;;2020;17074 - Aguadas
F195 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE MULTIPLES DROGAS Y AL USO DE OTRAS SUSTANCIAS PSICOACTIVAS: TRASTORNO PSICOTICO;;;;;2020;17075 - Aguadas
F198 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE MULTIPLES DROGAS Y AL USO DE OTRAS SUSTANCIAS PSICOACTIVAS: OTROS TRASTORNOS MENTALES Y DEL COMPORTAMIENTO;;;;;2020;17076 - Aguadas
F199 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE MULTIPLES DROGAS Y AL USO DE OTRAS SUSTANCIAS PSICOACTIVAS: TRASTORNO MENTAL Y DEL COMPORTAMIENTO, NO ESPECIFICADO;;;;;2020;17077 - Aguadas
F200 - ESQUIZOFRENIA PARANOIDE;2;4;;;2020;17078 - Aguadas
F202 - ESQUIZOFRENIA CATATONICA;;;;;2020;17079 - Aguadas
F203 - ESQUIZOFRENIA INDIFERENCIADA;;;;;2020;17080 - Aguadas
F204 - DEPRESION POSTESQUIZOFRENICA;1;;;;2020;17081 - Aguadas
F205 - ESQUIZOFRENIA RESIDUAL;;;;;2020;17082 - Aguadas
F206 - ESQUIZOFRENIA SIMPLE;1;;;;2020;17083 - Aguadas
F208 - OTRAS ESQUIZOFRENIAS;1;2;;;2020;17084 - Aguadas
F209 - ESQUIZOFRENIA, NO ESPECIFICADA;3;18;;;2020;17085 - Aguadas
F220 - TRASTORNO DELIRANTE;;;;;2020;17086 - Aguadas
F231 - TRASTORNO PSICOTICO AGUDO POLIMORFO, CON SINTOMAS DE ESQUIZOFRENIA;;;;;2020;17087 - Aguadas
F232 - TRASTORNO PSICOTICO AGUDO DE TIPO ESQUIZOFRENICO;;;;;2020;17088 - Aguadas
F233 - OTRO TRASTORNO PSICOTICO AGUDO, CON PREDOMINIO DE IDEAS DELIRANTES;;;;;2020;17089 - Aguadas
F238 - OTROS TRASTORNOS PSICOTICOS AGUDOS Y TRANSITORIOS;;2;;;2020;17090 - Aguadas
F239 - TRASTORNO PSICOTICO AGUDO Y TRANSITORIO, NO ESPECIFICADO DE TIPO ESQUIZOFRENICO;;;;;2020;17091 - Aguadas
F251 - TRASTORNO ESQUIZOAFECTIVO DE TIPO DEPRESIVO;;;;;2020;17092 - Aguadas
F258 - OTROS TRASTORNOS ESQUIZOAFECTIVOS;;1;;;2020;17093 - Aguadas
F259 - TRASTORNO ESQUIZOAFECTIVO, NO ESPECIFICADO;;;;;2020;17094 - Aguadas
F29X - PSICOSIS DE ORIGEN NO ORGANICO, NO ESPECIFICADA;1;1;;;2020;17095 - Aguadas
F300 - HPOMANIA;;;;;2020;17096 - Aguadas
F301 - MANIA SIN SINTOMAS PSICOTICOS;;;;;2020;17097 - Aguadas
F302 - MANIA CON SINTOMAS PSICOTICOS;;;;;2020;17098 - Aguadas
F309 - EPISODIO MANIACO, NO ESPECIFICADO;;;;;2020;17099 - Aguadas
F310 - TRASTORNO AFECTIVO BIPOLAR, EPISODIO HIPOMANIACO PRESENTE;1;;;;2020;17100 - Aguadas
F311 - TRASTORNO AFECTIVO BIPOLAR, EPISODIO MANIACO PRESENTE SIN SINTOMAS PSICOTICOS;2;;;;2020;17101 - Aguadas
F312 - TRASTORNO AFECTIVO BIPOLAR, EPISODIO MANIACO PRESENTE CON SINTOMAS PSICOTICOS;3;2;;;2020;17102 - Aguadas
F313 - TRASTORNO AFECTIVO BIPOLAR, EPISODIO DEPRESIVO PRESENTE LEVE O MODERADO;5;;;;2020;17103 - Aguadas
F314 - TRASTORNO AFECTIVO BIPOLAR, EPISODIO DEPRESIVO GRAVE PRESENTE SIN SINTOMAS PSICOTICOS;3;;;;2020;17104 - Aguadas
F315 - TRASTORNO AFECTIVO BIPOLAR, EPISODIO DEPRESIVO GRAVE PRESENTE CON SINTOMAS PSICOTICOS;2;;;;2020;17105 - Aguadas
F316 - TRASTORNO AFECTIVO BIPOLAR, EPISODIO MIXTO PRESENTE;2;2;;;2020;17106 - Aguadas
F317 - TRASTORNO AFECTIVO BIPOLAR, ACTUALMENTE EN REMISION;10;4;;;2020;17107 - Aguadas
F318 - OTROS TRASTORNOS AFECTIVOS BIPOLARES;16;10;;;2020;17108 - Aguadas
F319 - TRASTORNO AFECTIVO BIPOLAR, NO ESPECIFICADO;31;23;;;2020;17109 - Aguadas
F320 - EPISODIO DEPRESIVO LEVE;15;1;;;2020;17110 - Aguadas
F321 - EPISODIO DEPRESIVO MODERADO;17;9;;;2020;17111 - Aguadas
F322 - EPISODIO DEPRESIVO GRAVE SIN SINTOMAS PSICOTICOS;12;7;;;2020;17112 - Aguadas
F323 - EPISODIO DEPRESIVO GRAVE CON SINTOMAS PSICOTICOS;6;4;;;2020;17113 - Aguadas
F328 - OTROS EPISODIOS DEPRESIVOS;5;5;;;2020;17114 - Aguadas
F329 - EPISODIO DEPRESIVO, NO ESPECIFICADO;16;9;;;2020;17115 - Aguadas
F330 - TRASTORNO DEPRESIVO RECURRENTE, EPISODIO LEVE PRESENTE;3;;;;2020;17116 - Aguadas
F331 - TRASTORNO DEPRESIVO RECURRENTE, EPISODIO MODERADO PRESENTE;6;5;;;2020;17117 - Aguadas
F332 - TRASTORNO DEPRESIVO RECURRENTE, EPISODIO DEPRESIVO GRAVE PRESENTE SIN SINTOMAS PSICOTICOS;43;15;;;2020;17118 - Aguadas
F333 - TRASTORNO DEPRESIVO RECURRENTE, EPISODIO DEPRESIVO GRAVE PRESENTE, CON SINTOMAS PSICOTICOS;2;;;;2020;17119 - Aguadas
F334 - TRASTORNO DEPRESIVO RECURRENTE ACTUALMENTE EN REMISION;7;1;;;2020;17120 - Aguadas
F338 - OTROS TRASTORNOS DEPRESIVOS RECURRENTES;1;4;;;2020;17121 - Aguadas
F339 - TRASTORNO DEPRESIVO RECURRENTE, NO ESPECIFICADO;11;6;;;2020;17122 - Aguadas
F340 - CICLOTIMIA;1;1;;;2020;17123 - Aguadas
F341 - DISTIMIA;;1;;;2020;17124 - Aguadas
F348 - OTROS TRASTORNOS DEL HUMOR [AFECTIVOS] PERSISTENTES;;;;;2020;17125 - Aguadas
F349 - TRASTORNO PERSISTENTE DEL HUMOR [AFECTIVO], NO ESPECIFICADO;;;;;2020;17126 - Aguadas
F380 - OTROS TRASTORNOS DEL HUMOR [AFECTIVOS], AISLADOS;;1;;;2020;17127 - Aguadas
F388 - OTROS TRASTORNOS DEL HUMOR [AFECTIVOS], ESPECIFICADOS;1;;;;2020;17128 - Aguadas
F39X - TRASTORNO DEL HUMOR [AFECTIVO], NO ESPECIFICADO;1;1;;;2020;17129 - Aguadas
F400 - AGORAFOBIA;;;;;2020;17130 - Aguadas
F401 - FOBIAS SOCIALES;1;;;;2020;17131 - Aguadas
F402 - FOBIAS ESPECIFICADAS [AISLADAS];1;;;;2020;17132 - Aguadas
F408 - OTROS TRASTORNOS FOBICOS DE ANSIEDAD;;;;;2020;17133 - Aguadas
F409 - TRASTORNO FOBICO DE ANSIEDAD, NO ESPECIFICADO;;;;;2020;17134 - Aguadas
F410 - TRASTORNO DE PANICO [ANSIEDAD PAROXISTICA EPISODICA];1;;;;2020;17135 - Aguadas
F411 - TRASTORNO DE ANSIEDAD GENERALIZADA;2;4;;;2020;17136 - Aguadas
F412 - TRASTORNO MIXTO DE ANSIEDAD Y DEPRESION;34;14;;;2020;17137 - Aguadas
F413 - OTROS TRASTORNOS DE ANSIEDAD MIXTOS;8;4;;;2020;17138 - Aguadas
F418 - OTROS TRASTORNOS DE ANSIEDAD ESPECIFICADOS;9;2;;;2020;17139 - Aguadas
F419 - TRASTORNO DE ANSIEDAD , NO ESPECIFICADO;27;11;;;2020;17140 - Aguadas
F428 - OTROS TRASTORNOS OBSESIVO-COMPULSIVOS;1;;;;2020;17141 - Aguadas
F429 - TRASTORNO OBSESIVO-COMPULSIVO, NO ESPECIFICADO;1;;;;2020;17142 - Aguadas
F431 - TRASTORNO DE ESTRÉS POSTRAUMATICO;2;;;;2020;17143 - Aguadas
F432 - TRASTORNOS DE ADAPTACION;1;3;;;2020;17144 - Aguadas
F440 - AMNESIA DISOCIATIVA;;;;;2020;17145 - Aguadas
F444 - TRASTORNOS DISOCIATIVOS DEL MOVIMIENTO;;;;;2020;17146 - Aguadas
F445 - CONVULSIONES DISOCIATIVAS;;;;;2020;17147 - Aguadas
F449 - TRASTORNO DISOCIATIVO [DE CONVERSION], NO ESPECIFICADO;;;;;2020;17148 - Aguadas
F450 - TRASTORNO DE SOMATIZACION;1;;;;2020;17149 - Aguadas
F451 - TRASTORNO SOMATOMORFO INDIFERENCIADO;;;;;2020;17150 - Aguadas
F452 - TRASTORNO HIPOCONDRIACO;;;;;2020;17151 - Aguadas
F454 - TRASTORNO DE DOLOR PERSISTENTE SOMATOMORFO;2;1;;;2020;17152 - Aguadas
F458 - OTROS TRASTORNOS SOMATOMORFOS;;;;;2020;17153 - Aguadas
F459 - TRASTORNO SOMATOMORFO, NO ESPECIFICADO;;;;;2020;17154 - Aguadas
F480 - NEURASTENIA;1;;;;2020;17155 - Aguadas
F505 - VOMITOS ASOCIADOS CON OTRAS ALTERACIONES PSICOLOGICAS;;;;;2020;17156 - Aguadas
F508 - OTROS TRASTORNOS DE LA INGESTION DE ALIMENTOS;;;;;2020;17157 - Aguadas
F509 - TRASTORNO DE LA INGESTION DE ALIMENTOS, NO ESPECIFICADO;1;1;;;2020;17158 - Aguadas
F510 - INSOMNIO NO ORGANICO;18;14;;;2020;17159 - Aguadas
F511 - HIPERSOMNIO NO ORGANICO;;1;;;2020;17160 - Aguadas
F513 - SONAMBULISMO;;;;;2020;17161 - Aguadas
F514 - TERRORES DEL SUEÑO [TERRORES NOCTURNOS];;;;;2020;17162 - Aguadas
F515 - PESADILLAS;;;;;2020;17163 - Aguadas
F518 - OTROS TRASTORNOS NO ORGANICOS DEL SUEÑO;1;;;;2020;17164 - Aguadas
F519 - TRASTORNO NO ORGANICO DEL SUEÑO, NO ESPECIFICADO;;;;;2020;17165 - Aguadas
F520 - FALTA O PERDIDA DEL DESEO SEXUAL;1;;;;2020;17166 - Aguadas
F521 - AVERSION AL SEXO Y FALTA DE GOCE SEXUAL;;;;;2020;17167 - Aguadas
F523 - DISFUNCION ORGASMICA;;1;;;2020;17168 - Aguadas
F524 - EYACULACION PRECOZ;;;;;2020;17169 - Aguadas
F528 - OTRAS DISFUNCIONES SEXUALES, NO OCASIONADAS POR TRASTORNO NI POR ENFERMEDAD ORGANICOS;;;;;2020;17170 - Aguadas
F529 - DISFUNCION SEXUAL, NO OCASIONADA POR TRASTORNO NI POR ENFERMEDAD ORGANICOS, NO ESPECIFICADA;;1;;;2020;17171 - Aguadas
F54X - FACTORES PSICOLOGICOS Y DEL COMPORTAMIENTO ASOCIADOS CON TRASTORNOS O ENFERMEDADES CLASIFICADOS EN OTRA PARTE;;;;;2020;17172 - Aguadas
F55X - ABUSO DE SUSTANCIAS QUE NO PRODUCEN DEPENDENCIA;;;;;2020;17173 - Aguadas
F601 - TRASTORNO ESQUIZOIDE DE LA PERSONALIDAD;;;;;2020;17174 - Aguadas
F603 - TRASTORNO DE LA PERSONALIDAD EMOCIONALMENTE INESTABLE;1;;;;2020;17175 - Aguadas
F608 - OTROS TRASTORNOS ESPECIFICOS DE LA PERSONALIDAD;;;;;2020;17176 - Aguadas
F609 - TRASTORNO DE LA PERSONALIDAD, NO ESPECIFICADO;;;;;2020;17177 - Aguadas
F620 - CAMBIO PERDURABLE DE LA PERSONALIDAD DESPUES DE UNA EXPERIENCIA CATASTROFICA;;;;;2020;17178 - Aguadas
F621 - CAMBIO PERDURABLE DE LA PERSONALIDAD CONSECUTIVO A UNA ENFERMEDAD PSIQUIATRICA;;;;;2020;17179 - Aguadas
F630 - JUEGO PATOLOGICO;;;;;2020;17180 - Aguadas
F638 - OTROS TRASTORNOS DE LOS HABITOS Y DE LOS IMPULSOS;;1;;;2020;17181 - Aguadas
F639 - TRASTORNO DE LOS HABITOS Y DE LOS IMPULSOS, NO ESPECIFICADO;;;;;2020;17182 - Aguadas
F648 - OTROS TRASTORNOS DE LA IDENTIDAD DE GENERO;;;;;2020;17183 - Aguadas
F649 - TRASTORNO DE LA IDENTIDAD DE GENERO, NO ESPECIFICADO;;;;;2020;17184 - Aguadas
F660 - TRASTORNO DE LA MADURACION SEXUAL;;;;;2020;17185 - Aguadas
F662 - TRASTORNO DE LA RELACION SEXUAL;;;;;2020;17186 - Aguadas
F680 - ELABORACION DE SINTOMAS FISICOS POR CAUSAS PSICOLOGICAS;;;;;2020;17187 - Aguadas
F681 - PRODUCCION INTENCIONAL O SIMULACION DE SINTOMAS O DE INCAPACIDADES, TANTO FISICAS COMO PSICOLOGICAS [TRASTORNO FACTICIO];;1;;;2020;17188 - Aguadas
F688 - OTROS TRASTORNOS ESPECIFICADOS DE LA PERSONALIDAD Y DEL COMPORTAMIENTO EN ADULTOS;1;1;;;2020;17189 - Aguadas
F69X - TRASTORNO DE LA PERSONALIDAD Y DEL COMPORTAMIENTO EN ADULTOS, NO ESPECIFICADO;;1;;;2020;17190 - Aguadas
F700 - RETRASO MENTAL LEVE: DETERIORO DEL COMPORTAMIENTO NULO O MINIMO;;;;;2020;17191 - Aguadas
F701 - RETRASO MENTAL LEVE: DETERIORO DEL COMPORTAMIENTO SIGNIFICATIVO, QUE REQUIERE ATENCION O TRATAMIENTO;;1;;;2020;17192 - Aguadas
F708 - RETRASO MENTAL LEVE: OTROS DETERIOROS DEL COMPORTAMIENTO;1;;;;2020;17193 - Aguadas
F709 - RETRASO MENTAL LEVE: DETERIORO DEL COMPORTAMIENTO DE GRADO NO ESPECIFICADO;;1;;;2020;17194 - Aguadas
F710 - RETRASO MENTAL MODERADO: DETERIORO DEL COMPORTAMIENTO NULO O MINIMO;;1;;;2020;17195 - Aguadas
F711 - RETRASO MENTAL MODERADO: DETERIORO DEL COMPORTAMIENTO SIGNIFICATIVO, QUE REQUIERE ATENCION O TRATAMIENTO;;3;;;2020;17196 - Aguadas
F718 - RETRASO MENTAL MODERADO: OTROS DETERIOROS DEL COMPORTAMIENTO;;2;;;2020;17197 - Aguadas
F719 - RETRASO MENTAL MODERADO: DETERIORO DEL COMPORTAMIENTO DE GRADO NO ESPECIFICADO;3;;;;2020;17198 - Aguadas
F720 - RETRASO MENTAL GRAVE: DETERIORO DEL COMPORTAMIENTO NULO O MINIMO;;;;;2020;17199 - Aguadas
F721 - RETRASO MENTAL GRAVE: DETERIORO DEL COMPORTAMIENTO SIGNIFICATIVO, QUE REQUIERE ATENCION O TRATAMIENTO;1;;;;2020;17200 - Aguadas
F728 - RETRASO MENTAL GRAVE: OTROS DETERIOROS DEL COMPORTAMIENTO;;2;;;2020;17201 - Aguadas
F729 - RETRASO MENTAL GRAVE: DETERIORO DEL COMPORTAMIENTO DE GRADO NO ESPECIFICADO;;;;;2020;17202 - Aguadas
F731 - RETRASO MENTAL PROFUNDO: DETERIORO DEL COMPORTAMIENTO SIGNIFICATIVO, QUE REQUIERE ATENCION O TRATAMIENTO;;;;;2020;17203 - Aguadas
F739 - RETRASO MENTAL PROFUNDO: DETERIORO DEL COMPORTAMIENTO DE GRADO NO ESPECIFICADO;;;;;2020;17204 - Aguadas
F781 - OTROS TIPOS DE RETRASO MENTAL PROFUNDO: DETERIORO DEL COMPORTAMIENTO SIGNIFICATIVO, QUE REQUIERE ATENCION O TRATAMIENTO;;;;;2020;17205 - Aguadas
F788 - OTROS TIPOS DE RETRASO MENTAL PROFUNDO: OTROS DETERIOROS DEL COMPORTAMIENTO;;;;;2020;17206 - Aguadas
F789 - OTROS TIPOS DE RETRASO MENTAL PROFUNDO: DETERIORO DEL COMPORTAMIENTO DE GRADO NO ESPECIFICADO;;;;;2020;17207 - Aguadas
F790 - RETRASO MENTAL, NO ESPECIFICADO: DETERIORO DEL COMPORTAMIENTO NULO O MINIMO;;1;;;2020;17208 - Aguadas
F791 - RETRASO MENTAL, NO ESPECIFICADO: DETERIORO DEL COMPORTAMIENTO SIGNIFICATIVO, QUE REQUIERE ATENCION O TRATAMIENTO;1;5;;;2020;17209 - Aguadas
F798 - RETRASO MENTAL, NO ESPECIFICADO: OTROS DETERIOROS DEL COMPORTAMIENTO;1;1;;;2020;17210 - Aguadas
F799 - RETRASO MENTAL, NO ESPECIFICADO: DETERIORO DEL COMPORTAMIENTO DE GRADO NO ESPECIFICADO;;;;;2020;17211 - Aguadas
F800 - TRASTORNO ESPECIFICO DE LA PRONUNCIACION;1;1;;;2020;17212 - Aguadas
F801 - TRASTORNO DEL LENGUAJE EXPRESIVO;1;1;;;2020;17213 - Aguadas
F802 - TRASTORNO DE LA RECEPCION DEL LENGUAJE;;;;;2020;17214 - Aguadas
F803 - AFASIA ADQUIRIDA CON EPILEPSIA [LANDAU-KLEFFNER];;;;;2020;17215 - Aguadas
F808 - OTROS TRASTORNOS DEL DESARROLLO DEL HABLA Y DEL LENGUAJE;1;1;;;2020;17216 - Aguadas
F809 - TRASTORNO DEL DESARROLLO DEL HABLA Y DEL LENGUAJE NO ESPECIFICADO;3;3;;;2020;17217 - Aguadas
F810 - TRASTORNO ESPECIFICO DE LA LECTURA;;1;;;2020;17218 - Aguadas
F811 - TRASTORNO ESPECIFICO DEL DELETREO (ORTOGRAFIA);;;;;2020;17219 - Aguadas
F813 - TRASTORNO MIXTO DE LAS HABILIDADES ESCOLARES;3;4;;;2020;17220 - Aguadas
F818 - OTROS TRASTORNOS DEL DESARROLLO DE LAS HABILIDADES ESCOLARES;2;1;;;2020;17221 - Aguadas
F819 - TRASTORNO DEL DESARROLLO DE LAS HABILIDADES ESCOLARES, NO ESPECIFICADO;;1;;;2020;17222 - Aguadas
F82X - TRASTORNO ESPECIFICO DEL DESARROLLO DE LA FUNCION MOTRIZ;1;2;;;2020;17223 - Aguadas
F83X - TRASTORNOS ESPECIFICOS MIXTOS DEL DESARROLLO;;;;;2020;17224 - Aguadas
F840 - AUTISMO EN LA NIÑEZ;;;;;2020;17225 - Aguadas
F841 - AUTISMO ATIPICO;;;;;2020;17226 - Aguadas
F844 - TRASTORNO HIPERACTIVO ASOCIADO CON RETRASO MENTAL Y MOVIMIENTOS ESTEREOTIPADOS;;;;;2020;17227 - Aguadas
F845 - SINDROME DE ASPERGER;;1;;;2020;17228 - Aguadas
F848 - OTROS TRASTORNOS GENERALIZADOS DEL DESARROLLO;2;2;;;2020;17229 - Aguadas
F849 - TRASTORNO GENERALIZADO DEL DESARROLLO NO ESPECIFICADO;1;;;;2020;17230 - Aguadas
F88X - OTROS TRASTORNOS DEL DESARROLLO PSICOLOGICO;;;;;2020;17231 - Aguadas
F89X - TRASTORNO DEL DESARROLLO PSICOLOGICO, NO ESPECIFICADO;;;;;2020;17232 - Aguadas
F900 - PERTURBACION DE LA ACTIVIDAD Y DE LA ATENCION;4;12;;;2020;17233 - Aguadas
F901 - TRASTORNO HIPERCINETICO DE LA CONDUCTA;;3;;;2020;17234 - Aguadas
F908 - OTROS TRASTORNOS HIPERCINETICOS;;;;;2020;17235 - Aguadas
F909 - TRASTORNO HIPERCINETICO, NO ESPECIFICADO;;;;;2020;17236 - Aguadas
F910 - TRASTORNO DE LA CONDUCTA LIMITADO AL CONTEXTO FAMILIAR;;;;;2020;17237 - Aguadas
F911 - TRASTORNO DE LA CONDUCTA INSOCIABLE;;;;;2020;17238 - Aguadas
F912 - TRASTORNO DE LA CONDUCTA SOCIABLE;;;;;2020;17239 - Aguadas
F913 - TRASTORNO OPOSITOR DESAFIANTE;;;;;2020;17240 - Aguadas
F918 - OTROS TRASTORNOS DE LA CONDUCTA;;;;;2020;17241 - Aguadas
F919 - TRASTORNO DE LA CONDUCTA, NO ESPECIFICADO;5;3;;;2020;17242 - Aguadas
F920 - TRASTORNO DEPRESIVO DE LA CONDUCTA;1;;;;2020;17243 - Aguadas
F928 - OTROS TRASTORNOS MIXTOS DE LA CONDUCTA Y DE LAS EMOCIONES;2;;;;2020;17244 - Aguadas
F929 - TRASTORNO MIXTO DE LA CONDUCTA Y DE LAS EMOCIONES, NO ESPECIFICADO;1;1;;;2020;17245 - Aguadas
F931 - TRASTORNO DE ANSIEDAD FOBICA EN LA NIÑEZ;;;;;2020;17246 - Aguadas
F932 - TRASTORNO DE ANSIEDAD SOCIAL EN LA NIÑEZ;;;;;2020;17247 - Aguadas
F938 - OTROS TRASTORNOS EMOCIONALES EN LA NIÑEZ;;;;;2020;17248 - Aguadas
F939 - TRASTORNO EMOCIONAL EN LA NIÑEZ, NO ESPECIFICADO;;;;;2020;17249 - Aguadas
F940 - MUTISMO ELECTIVO;;;;;2020;17250 - Aguadas
F948 - OTROS TRASTORNOS DEL COMPORTAMIENTO SOCIAL EN LA NIÑEZ;2;1;;;2020;17251 - Aguadas
F949 - TRASTORNO DEL COMPORTAMIENTO SOCIAL EN LA NIÑEZ, NO ESPECIFICADO;1;3;;;2020;17252 - Aguadas
F950 - TRASTORNO POR TIC TRANSITORIO;;;;;2020;17253 - Aguadas
F951 - TRASTORNO POR TIC MOTOR O VOCAL CRONICO;1;;;;2020;17254 - Aguadas
F952 - TRASTORNOS POR TICS MOTORES Y VOCALES MULTIPLES COMBINADOS [DE LA TOURETTE];;;;;2020;17255 - Aguadas
F980 - ENURESIS NO ORGANICA;1;;;;2020;17256 - Aguadas
F981 - ECOPRESIS NO ORGANICA;;;;;2020;17257 - Aguadas
F982 - TRASTORNO DE LA INGESTION ALIMENTARIA EN LA INFANCIA Y EN LA NIÑEZ;1;1;;;2020;17258 - Aguadas
F985 - TARTAMUDEZ [ESPASMOFEMIA];;;;;2020;17259 - Aguadas
F988 - OTROS TRASTORNOS EMOCIONALES Y DEL COMPORTAMIENTO QUE APARECEN HABITUALMENTE EN LA NIÑEZ Y EN LA ADOLESCENCIA;;;;;2020;17260 - Aguadas
F989 - TRASTORNOS NO ESPECIFICADOS, EMOCIONALES Y DEL COMPORTAMIENTO, QUE APARECEN HABITUALMENTE EN LA NIÑEZ Y EN LA ADOLESCENCIA;1;;;;2020;17261 - Aguadas
F99X - TRASTORNO MENTAL, NO ESPECIFICADO;1;1;;;2020;17262 - Aguadas
F000 - DEMENCIA EN LA ENFERMEDAD DE ALZHEIMER, DE COMIENZO TEMPRANO (G30.0†);1;;;;2020;17043 - Anserma
F001 - DEMENCIA EN LA ENFERMEDAD DE ALZHEIMER, DE COMIENZO TARDIO (G30.1†);2;3;;;2020;17044 - Anserma
F002 - DEMENCIA EN LA ENFERMEDAD DE ALZHEIMER, ATIPICA O DE TIPO MIXTO (G30.8†);2;1;;;2020;17045 - Anserma
F009 - DEMENCIA EN LA ENFERMEDAD DE ALZHEIMER, NO ESPECIFICADA (G30.9†);2;6;;;2020;17046 - Anserma
F011 - DEMENCIA VASCULAR POR INFARTOS MULTIPLES;;;;;2020;17047 - Anserma
F013 - DEMENCIA VASCULAR MIXTA, CORTICAL Y SUBCORTICAL;;2;;;2020;17048 - Anserma
F018 - OTRAS DEMENCIAS VASCULARES;;;;;2020;17049 - Anserma
F019 - DEMENCIA VASCULAR, NO ESPECIFICADA;;;;;2020;17050 - Anserma
F020 - DEMENCIA EN LA ENFERMEDAD DE PICK (G31.0†);;;;;2020;17051 - Anserma
F023 - DEMENCIA EN LA ENFERMEDAD DE PARKINSON (G20†);;;;;2020;17052 - Anserma
F028 - DEMENCIA EN OTRAS ENFERMEDADES ESPECIFICADAS CLASIFICADAS EN OTRA PARTE;;;;;2020;17053 - Anserma
