Atención;FEMENINO;MASCULINO;NO DEFINIDO;NR - NO REPORTADO;Año
F068 - OTROS TRASTORNOS MENTALES ESPECIFICADOS DEBIDOS A LESION Y DISFUNCION CEREBRAL Y A ENFERMEDAD FISICA;;;;;2020
F069 - TRASTORNO MENTAL NO ESPECIFICADO DEBIDO A LESION Y DISFUNCION CEREBRAL Y A ENFERMEDAD FISICA;1;1;;;2020
F072 - SINDROME POSTCONCUSIONAL;;2;;;2020
F078 - OTROS TRASTORNOS ORGANICOS DE LA PERSONALIDAD Y DEL COMPORTAMIENTO DEBIDOS A ENFERMEDAD, LESION Y DISFUNCION CEREBRALES;;;;;2020
F079 - TRASTORNO ORGANICO DE LA PERSONALIDAD Y DEL COMPORTAMIENTO, NO ESPECIFICADO, DEBIDO A ENFERMEDAD, LESION Y DISFUNCION CEREBRAL;;;;;2020
F09X - TRASTORNO MENTAL ORGANICO O SINTOMATICO, NO ESPECIFICADO;;;;;2020
F100 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DEL ALCOHOL: INTOXICACION AGUDA;1;1;;;2020
F101 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DEL ALCOHOL: USO NOCIVO;;;;;2020
F102 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DEL ALCOHOL: SINDROME DE DEPENDENCIA;;1;;;2020
F108 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DEL ALCOHOL: OTROS TRASTORNOS MENTALES Y DEL COMPORTAMIENTO;;;;;2020
F109 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DEL ALCOHOL: TRASTORNO MENTAL Y DEL COMPORTAMIENTO, NO ESPECIFICADO;;;;;2020
F112 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE OPIACEOS: SINDROME DE DEPENDENCIA;;;;;2020
F114 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE OPIACEOS: ESTADO DE ABSTINENCIA CON DELIRIO;;;;;2020
F115 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE OPIACEOS: TRASTORNO PSICOTICO;;1;;;2020
F118 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE OPIACEOS: OTROS TRASTORNOS MENTALES Y DEL COMPORTAMIENTO;;;;;2020
F120 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE CANNABINOIDES: INTOXICACION AGUDA;;;;;2020
F121 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE CANNABINOIDES: USO NOCIVO;;1;;;2020
F122 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE CANNABINOIDES: SINDROME DE DEPENDENCIA;1;1;;;2020
F123 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE CANNABINOIDES: ESTADO DE ABSTINENCIA;;;;;2020
F128 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE CANNABINOIDES: OTROS TRASTORNOS MENTALES Y DEL COMPORTAMIENTO;;;;;2020
F129 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE CANNABINOIDES: TRASTORNO MENTAL Y DEL COMPORTAMIENTO, NO ESPECIFICADO;1;3;;;2020
F130 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE SEDANTES O HIPNOTICOS: INTOXICACION AGUDA;;;;;2020
F133 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE SEDANTES O HIPNOTICOS: ESTADO DE ABSTINENCIA;;;;;2020
F142 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE COCAINA: SINDROME DE DEPENDENCIA;;;;;2020
F148 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE COCAINA: OTROS TRASTORNOS MENTALES Y DEL COMPORTAMIENTO;;;;;2020
F160 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE ALUCINOGENOS: INTOXICACION AGUDA;;;;;2020
F163 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE ALUCINOGENOS: ESTADO DE ABSTINENCIA;;;;;2020
F165 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE ALUCINOGENOS: TRASTORNO PSICOTICO;;;;;2020
F168 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE ALUCINOGENOS: OTROS TRASTORNOS MENTALES Y DEL COMPORTAMIENTO;;;;;2020
F172 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE TABACO: SINDROME DE DEPENDENCIA;;1;;;2020
F173 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE TABACO: ESTADO DE ABSTINENCIA;;;;;2020
F176 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE TABACO: SINDROME AMNESICO;;1;;;2020
F180 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE DISOLVENTES VOLATILES: INTOXICACION AGUDA;;;;;2020
F181 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE DISOLVENTES VOLATILES: USO NOCIVO;;1;;;2020
F190 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE MULTIPLES DROGAS Y AL USO DE OTRAS SUSTANCIAS PSICOACTIVAS: INTOXICACION AGUDA;;1;;;2020
F191 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE MULTIPLES DROGAS Y AL USO DE OTRAS SUSTANCIAS PSICOACTIVAS: USO NOCIVO;1;2;;;2020
F192 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE MULTIPLES DROGAS Y AL USO DE OTRAS SUSTANCIAS PSICOACTIVAS: SINDROME DE DEPENDENCIA;2;5;;;2020
F195 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE MULTIPLES DROGAS Y AL USO DE OTRAS SUSTANCIAS PSICOACTIVAS: TRASTORNO PSICOTICO;;1;;;2020
F198 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE MULTIPLES DROGAS Y AL USO DE OTRAS SUSTANCIAS PSICOACTIVAS: OTROS TRASTORNOS MENTALES Y DEL COMPORTAMIENTO;1;1;;;2020
F199 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE MULTIPLES DROGAS Y AL USO DE OTRAS SUSTANCIAS PSICOACTIVAS: TRASTORNO MENTAL Y DEL COMPORTAMIENTO, NO ESPECIFICADO;1;2;;;2020
F200 - ESQUIZOFRENIA PARANOIDE;1;8;;;2020
F201 - ESQUIZOFRENIA HEBEFRENICA;;;;;2020
F203 - ESQUIZOFRENIA INDIFERENCIADA;;1;;;2020
F205 - ESQUIZOFRENIA RESIDUAL;;;;;2020
F206 - ESQUIZOFRENIA SIMPLE;;;;;2020
F208 - OTRAS ESQUIZOFRENIAS;2;5;;;2020
F209 - ESQUIZOFRENIA, NO ESPECIFICADA;4;14;;;2020
F220 - TRASTORNO DELIRANTE;;;;;2020
F229 - TRASTORNO DELIRANTE PERSISTENTE, NO ESPECIFICADO;;;;;2020
F231 - TRASTORNO PSICOTICO AGUDO POLIMORFO, CON SINTOMAS DE ESQUIZOFRENIA;;;;;2020
F232 - TRASTORNO PSICOTICO AGUDO DE TIPO ESQUIZOFRENICO;;;;;2020
F233 - OTRO TRASTORNO PSICOTICO AGUDO, CON PREDOMINIO DE IDEAS DELIRANTES;;1;;;2020
F238 - OTROS TRASTORNOS PSICOTICOS AGUDOS Y TRANSITORIOS;;2;;;2020
F239 - TRASTORNO PSICOTICO AGUDO Y TRANSITORIO, NO ESPECIFICADO DE TIPO ESQUIZOFRENICO;;1;;;2020
F250 - TRASTORNO ESQUIZOAFECTIVO DE TIPO MANIACO;;;;;2020
F251 - TRASTORNO ESQUIZOAFECTIVO DE TIPO DEPRESIVO;;;;;2020
F258 - OTROS TRASTORNOS ESQUIZOAFECTIVOS;;1;;;2020
F259 - TRASTORNO ESQUIZOAFECTIVO, NO ESPECIFICADO;;;;;2020
F28X - OTROS TRASTORNOS PSICOTICOS DE ORIGEN NO ORGANICO;;1;;;2020
F29X - PSICOSIS DE ORIGEN NO ORGANICO, NO ESPECIFICADA;;2;;;2020
F301 - MANIA SIN SINTOMAS PSICOTICOS;;;;;2020
F302 - MANIA CON SINTOMAS PSICOTICOS;1;;;;2020
F309 - EPISODIO MANIACO, NO ESPECIFICADO;;;;;2020
F310 - TRASTORNO AFECTIVO BIPOLAR, EPISODIO HIPOMANIACO PRESENTE;1;1;;;2020
F311 - TRASTORNO AFECTIVO BIPOLAR, EPISODIO MANIACO PRESENTE SIN SINTOMAS PSICOTICOS;2;2;;;2020
F312 - TRASTORNO AFECTIVO BIPOLAR, EPISODIO MANIACO PRESENTE CON SINTOMAS PSICOTICOS;8;5;;;2020
F313 - TRASTORNO AFECTIVO BIPOLAR, EPISODIO DEPRESIVO PRESENTE LEVE O MODERADO;8;3;;;2020
F314 - TRASTORNO AFECTIVO BIPOLAR, EPISODIO DEPRESIVO GRAVE PRESENTE SIN SINTOMAS PSICOTICOS;2;2;;;2020
F315 - TRASTORNO AFECTIVO BIPOLAR, EPISODIO DEPRESIVO GRAVE PRESENTE CON SINTOMAS PSICOTICOS;;;;;2020
F316 - TRASTORNO AFECTIVO BIPOLAR, EPISODIO MIXTO PRESENTE;5;2;;;2020
F317 - TRASTORNO AFECTIVO BIPOLAR, ACTUALMENTE EN REMISION;14;17;;;2020
F318 - OTROS TRASTORNOS AFECTIVOS BIPOLARES;27;19;;;2020
F319 - TRASTORNO AFECTIVO BIPOLAR, NO ESPECIFICADO;35;30;;;2020
F320 - EPISODIO DEPRESIVO LEVE;11;2;;;2020
F321 - EPISODIO DEPRESIVO MODERADO;17;15;;;2020
F322 - EPISODIO DEPRESIVO GRAVE SIN SINTOMAS PSICOTICOS;7;4;;;2020
F323 - EPISODIO DEPRESIVO GRAVE CON SINTOMAS PSICOTICOS;1;;;;2020
F328 - OTROS EPISODIOS DEPRESIVOS;10;7;;;2020
F329 - EPISODIO DEPRESIVO, NO ESPECIFICADO;4;6;;;2020
F330 - TRASTORNO DEPRESIVO RECURRENTE, EPISODIO LEVE PRESENTE;4;;;;2020
F331 - TRASTORNO DEPRESIVO RECURRENTE, EPISODIO MODERADO PRESENTE;14;4;;;2020
F332 - TRASTORNO DEPRESIVO RECURRENTE, EPISODIO DEPRESIVO GRAVE PRESENTE SIN SINTOMAS PSICOTICOS;1;2;;;2020
F333 - TRASTORNO DEPRESIVO RECURRENTE, EPISODIO DEPRESIVO GRAVE PRESENTE, CON SINTOMAS PSICOTICOS;;;;;2020
F334 - TRASTORNO DEPRESIVO RECURRENTE ACTUALMENTE EN REMISION;;;;;2020
F338 - OTROS TRASTORNOS DEPRESIVOS RECURRENTES;10;4;;;2020
F339 - TRASTORNO DEPRESIVO RECURRENTE, NO ESPECIFICADO;6;1;;;2020
F340 - CICLOTIMIA;24;1;;;2020
F341 - DISTIMIA;1;;;;2020
F348 - OTROS TRASTORNOS DEL HUMOR [AFECTIVOS] PERSISTENTES;1;;;;2020
F349 - TRASTORNO PERSISTENTE DEL HUMOR [AFECTIVO], NO ESPECIFICADO;;;;;2020
F380 - OTROS TRASTORNOS DEL HUMOR [AFECTIVOS], AISLADOS;;;;;2020
F381 - OTROS TRASTORNOS DEL HUMOR [AFECTIVOS], RECURRENTES;;;;;2020
F388 - OTROS TRASTORNOS DEL HUMOR [AFECTIVOS], ESPECIFICADOS;;;;;2020
F39X - TRASTORNO DEL HUMOR [AFECTIVO], NO ESPECIFICADO;1;3;;;2020
F400 - AGORAFOBIA;;;;;2020
F401 - FOBIAS SOCIALES;;;;;2020
F402 - FOBIAS ESPECIFICADAS [AISLADAS];;;;;2020
F408 - OTROS TRASTORNOS FOBICOS DE ANSIEDAD;;;;;2020
F409 - TRASTORNO FOBICO DE ANSIEDAD, NO ESPECIFICADO;1;1;;;2020
F410 - TRASTORNO DE PANICO [ANSIEDAD PAROXISTICA EPISODICA];3;1;;;2020
F411 - TRASTORNO DE ANSIEDAD GENERALIZADA;7;6;;;2020
F412 - TRASTORNO MIXTO DE ANSIEDAD Y DEPRESION;58;27;;;2020
F413 - OTROS TRASTORNOS DE ANSIEDAD MIXTOS;15;9;;;2020
F418 - OTROS TRASTORNOS DE ANSIEDAD ESPECIFICADOS;17;20;;;2020
F419 - TRASTORNO DE ANSIEDAD , NO ESPECIFICADO;42;15;;;2020
F420 - PREDOMINIO DE PENSAMIENTOS O RUMIACIONES OBSESIVAS;;;;;2020
F421 - PREDOMINIO DE ACTOS COMPULSIVOS [RITUALES OBSESIVOS];;;;;2020
F422 - ACTOS E IDEAS OBSESIVAS MIXTOS;;;;;2020
F428 - OTROS TRASTORNOS OBSESIVO-COMPULSIVOS;;;;;2020
F429 - TRASTORNO OBSESIVO-COMPULSIVO, NO ESPECIFICADO;1;;;;2020
F430 - REACCION AL ESTRÉS AGUDO;;3;;;2020
F431 - TRASTORNO DE ESTRÉS POSTRAUMATICO;2;3;;;2020
F432 - TRASTORNOS DE ADAPTACION;29;16;;;2020
F438 - OTRAS REACCIONES AL ESTRÉS GRAVE;1;;;;2020
F439 - REACCION AL ESTRÉS GRAVE, NO ESPECIFICADA;;;;;2020
F441 - FUGA DISOCIATIVA;;;;;2020
F444 - TRASTORNOS DISOCIATIVOS DEL MOVIMIENTO;;;;;2020
F445 - CONVULSIONES DISOCIATIVAS;;;;;2020
F447 - TRASTORNOS DISOCIATIVOS MIXTOS [Y DE CONVERSION];;;;;2020
F448 - OTROS TRASTORNOS DISOCIATIVOS [DE CONVERSION];1;;;;2020
F449 - TRASTORNO DISOCIATIVO [DE CONVERSION], NO ESPECIFICADO;;;;;2020
F450 - TRASTORNO DE SOMATIZACION;;;;;2020
F451 - TRASTORNO SOMATOMORFO INDIFERENCIADO;2;;;;2020
F452 - TRASTORNO HIPOCONDRIACO;;;;;2020
F454 - TRASTORNO DE DOLOR PERSISTENTE SOMATOMORFO;2;;;;2020
F458 - OTROS TRASTORNOS SOMATOMORFOS;;;;;2020
F459 - TRASTORNO SOMATOMORFO, NO ESPECIFICADO;;;;;2020
F480 - NEURASTENIA;1;;;;2020
F481 - SINDROME DE DESPERSONALIZACION Y DESVINCULACION DE LA REALIDAD;;1;;;2020
F488 - OTROS TRASTORNOS NEUROTICOS ESPECIFICADOS;;;;;2020
F504 - HIPERFAGIA ASOCIADA CON OTRAS ALTERACIONES PSICOLOGICAS;;;;;2020
F508 - OTROS TRASTORNOS DE LA INGESTION DE ALIMENTOS;;;;;2020
F509 - TRASTORNO DE LA INGESTION DE ALIMENTOS, NO ESPECIFICADO;;;;;2020
F510 - INSOMNIO NO ORGANICO;14;13;;;2020
F511 - HIPERSOMNIO NO ORGANICO;;;;;2020
F512 - TRASTORNO NO ORGANICO DEL CICLO SUEÑO-VIGILIA;1;;;;2020
F514 - TERRORES DEL SUEÑO [TERRORES NOCTURNOS];1;1;;;2020
F515 - PESADILLAS;;;;;2020
F518 - OTROS TRASTORNOS NO ORGANICOS DEL SUEÑO;;;;;2020
F519 - TRASTORNO NO ORGANICO DEL SUEÑO, NO ESPECIFICADO;;;;;2020
F520 - FALTA O PERDIDA DEL DESEO SEXUAL;1;3;;;2020
F522 - FALLA DE LA RESPUESTA GENITAL;;2;;;2020
F523 - DISFUNCION ORGASMICA;1;;;;2020
F524 - EYACULACION PRECOZ;;2;;;2020
F525 - VAGINISMO NO ORGANICO;1;;;;2020
F526 - DISPAREUNIA NO ORGANICA;;;;;2020
F528 - OTRAS DISFUNCIONES SEXUALES, NO OCASIONADAS POR TRASTORNO NI POR ENFERMEDAD ORGANICOS;2;1;;;2020
F529 - DISFUNCION SEXUAL, NO OCASIONADA POR TRASTORNO NI POR ENFERMEDAD ORGANICOS, NO ESPECIFICADA;2;;;;2020
F530 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO LEVES, ASOCIADOS CON EL PUERPERIO, NO CLASIFICADOS EN OTRA PARTE;;;;;2020
F531 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO GRAVES, ASOCIADOS CON EL PUERPERIO, NO CLASIFICADOS EN OTRA PARTE;;;;;2020
F54X - FACTORES PSICOLOGICOS Y DEL COMPORTAMIENTO ASOCIADOS CON TRASTORNOS O ENFERMEDADES CLASIFICADOS EN OTRA PARTE;;;;;2020
F55X - ABUSO DE SUSTANCIAS QUE NO PRODUCEN DEPENDENCIA;;;;;2020
F59X - SINDROMES DEL COMPORTAMIENTO ASOCIADOS CON ALTERACIONES FISIOLOGICAS Y FACTORES FISICOS, NO ESPECIFICADOS;;;;;2020
F600 - TRASTORNO PARANOIDE DE LA PERSONALIDAD;;;;;2020
F602 - TRASTORNO ASOCIAL DE LA PERSONALIDAD;;;;;2020
F603 - TRASTORNO DE LA PERSONALIDAD EMOCIONALMENTE INESTABLE;;;;;2020
F605 - TRASTORNO ANANCASTICO DE LA PERSONALIDAD;;;;;2020
F607 - TRASTORNO DE LA PERSONALIDAD DEPENDIENTE;;;;;2020
F608 - OTROS TRASTORNOS ESPECIFICOS DE LA PERSONALIDAD;;;;;2020
F609 - TRASTORNO DE LA PERSONALIDAD, NO ESPECIFICADO;;;;;2020
F629 - CAMBIO PERDURABLE DE LA PERSONALIDAD, NO ESPECIFICADO;1;;;;2020
F630 - JUEGO PATOLOGICO;;;;;2020
F632 - HURTO PATOLOGICO (CLEPTOMANIA);;;;;2020
F633 - TRICOTILOMANIA;;;;;2020
F638 - OTROS TRASTORNOS DE LOS HABITOS Y DE LOS IMPULSOS;;;;;2020
F639 - TRASTORNO DE LOS HABITOS Y DE LOS IMPULSOS, NO ESPECIFICADO;;;;;2020
F648 - OTROS TRASTORNOS DE LA IDENTIDAD DE GENERO;;;;;2020
F649 - TRASTORNO DE LA IDENTIDAD DE GENERO, NO ESPECIFICADO;;;;;2020
F662 - TRASTORNO DE LA RELACION SEXUAL;;1;;;2020
F668 - OTROS TRASTORNOS DEL DESARROLLO PSICOSEXUAL;;;;;2020
F669 - TRASTORNO DEL DESARROLLO PSICOSEXUAL, NO ESPECIFICADO;;;;;2020
F680 - ELABORACION DE SINTOMAS FISICOS POR CAUSAS PSICOLOGICAS;1;1;;;2020
F681 - PRODUCCION INTENCIONAL O SIMULACION DE SINTOMAS O DE INCAPACIDADES, TANTO FISICAS COMO PSICOLOGICAS [TRASTORNO FACTICIO];;;;;2020
F688 - OTROS TRASTORNOS ESPECIFICADOS DE LA PERSONALIDAD Y DEL COMPORTAMIENTO EN ADULTOS;1;;;;2020
F69X - TRASTORNO DE LA PERSONALIDAD Y DEL COMPORTAMIENTO EN ADULTOS, NO ESPECIFICADO;;;;;2020
F700 - RETRASO MENTAL LEVE: DETERIORO DEL COMPORTAMIENTO NULO O MINIMO;2;1;;;2020
F701 - RETRASO MENTAL LEVE: DETERIORO DEL COMPORTAMIENTO SIGNIFICATIVO, QUE REQUIERE ATENCION O TRATAMIENTO;;1;;;2020
F708 - RETRASO MENTAL LEVE: OTROS DETERIOROS DEL COMPORTAMIENTO;;;;;2020
F709 - RETRASO MENTAL LEVE: DETERIORO DEL COMPORTAMIENTO DE GRADO NO ESPECIFICADO;2;1;;;2020
F710 - RETRASO MENTAL MODERADO: DETERIORO DEL COMPORTAMIENTO NULO O MINIMO;1;;;;2020
F711 - RETRASO MENTAL MODERADO: DETERIORO DEL COMPORTAMIENTO SIGNIFICATIVO, QUE REQUIERE ATENCION O TRATAMIENTO;1;2;;;2020
F718 - RETRASO MENTAL MODERADO: OTROS DETERIOROS DEL COMPORTAMIENTO;1;;;;2020
F719 - RETRASO MENTAL MODERADO: DETERIORO DEL COMPORTAMIENTO DE GRADO NO ESPECIFICADO;;;;;2020
F720 - RETRASO MENTAL GRAVE: DETERIORO DEL COMPORTAMIENTO NULO O MINIMO;;1;;;2020
F721 - RETRASO MENTAL GRAVE: DETERIORO DEL COMPORTAMIENTO SIGNIFICATIVO, QUE REQUIERE ATENCION O TRATAMIENTO;;2;;;2020
F728 - RETRASO MENTAL GRAVE: OTROS DETERIOROS DEL COMPORTAMIENTO;;;;;2020
F729 - RETRASO MENTAL GRAVE: DETERIORO DEL COMPORTAMIENTO DE GRADO NO ESPECIFICADO;;;;;2020
F730 - RETRASO MENTAL PROFUNDO: DETERIORO DEL COMPORTAMIENTO NULO O MINIMO;;;;;2020
F731 - RETRASO MENTAL PROFUNDO: DETERIORO DEL COMPORTAMIENTO SIGNIFICATIVO, QUE REQUIERE ATENCION O TRATAMIENTO;;;;;2020
F788 - OTROS TIPOS DE RETRASO MENTAL PROFUNDO: OTROS DETERIOROS DEL COMPORTAMIENTO;;;;;2020
F790 - RETRASO MENTAL, NO ESPECIFICADO: DETERIORO DEL COMPORTAMIENTO NULO O MINIMO;;1;;;2020
F791 - RETRASO MENTAL, NO ESPECIFICADO: DETERIORO DEL COMPORTAMIENTO SIGNIFICATIVO, QUE REQUIERE ATENCION O TRATAMIENTO;2;2;;;2020
F798 - RETRASO MENTAL, NO ESPECIFICADO: OTROS DETERIOROS DEL COMPORTAMIENTO;;2;;;2020
F799 - RETRASO MENTAL, NO ESPECIFICADO: DETERIORO DEL COMPORTAMIENTO DE GRADO NO ESPECIFICADO;;2;;;2020
F800 - TRASTORNO ESPECIFICO DE LA PRONUNCIACION;3;;;;2020
F801 - TRASTORNO DEL LENGUAJE EXPRESIVO;;3;;;2020
F808 - OTROS TRASTORNOS DEL DESARROLLO DEL HABLA Y DEL LENGUAJE;2;1;;;2020
F809 - TRASTORNO DEL DESARROLLO DEL HABLA Y DEL LENGUAJE NO ESPECIFICADO;9;6;;;2020
F810 - TRASTORNO ESPECIFICO DE LA LECTURA;;;;;2020
F813 - TRASTORNO MIXTO DE LAS HABILIDADES ESCOLARES;6;4;1;;2020
F818 - OTROS TRASTORNOS DEL DESARROLLO DE LAS HABILIDADES ESCOLARES;1;3;;;2020
F819 - TRASTORNO DEL DESARROLLO DE LAS HABILIDADES ESCOLARES, NO ESPECIFICADO;;6;;;2020
F82X - TRASTORNO ESPECIFICO DEL DESARROLLO DE LA FUNCION MOTRIZ;1;2;;;2020
F83X - TRASTORNOS ESPECIFICOS MIXTOS DEL DESARROLLO;;;;;2020
F840 - AUTISMO EN LA NIÑEZ;;;;;2020
F844 - TRASTORNO HIPERACTIVO ASOCIADO CON RETRASO MENTAL Y MOVIMIENTOS ESTEREOTIPADOS;;;;;2020
F845 - SINDROME DE ASPERGER;;;;;2020
F848 - OTROS TRASTORNOS GENERALIZADOS DEL DESARROLLO;;1;;;2020
F849 - TRASTORNO GENERALIZADO DEL DESARROLLO NO ESPECIFICADO;;;;;2020
F88X - OTROS TRASTORNOS DEL DESARROLLO PSICOLOGICO;;;;;2020
F89X - TRASTORNO DEL DESARROLLO PSICOLOGICO, NO ESPECIFICADO;;;;;2020
F900 - PERTURBACION DE LA ACTIVIDAD Y DE LA ATENCION;3;10;;1;2020
F901 - TRASTORNO HIPERCINETICO DE LA CONDUCTA;;3;;;2020
F908 - OTROS TRASTORNOS HIPERCINETICOS;2;1;1;;2020
F909 - TRASTORNO HIPERCINETICO, NO ESPECIFICADO;;;;;2020
F910 - TRASTORNO DE LA CONDUCTA LIMITADO AL CONTEXTO FAMILIAR;1;1;;;2020
F911 - TRASTORNO DE LA CONDUCTA INSOCIABLE;1;;;;2020
F912 - TRASTORNO DE LA CONDUCTA SOCIABLE;;;;;2020
F913 - TRASTORNO OPOSITOR DESAFIANTE;;;;;2020
F918 - OTROS TRASTORNOS DE LA CONDUCTA;3;2;;;2020
F919 - TRASTORNO DE LA CONDUCTA, NO ESPECIFICADO;1;4;;;2020
F920 - TRASTORNO DEPRESIVO DE LA CONDUCTA;;;;;2020
F928 - OTROS TRASTORNOS MIXTOS DE LA CONDUCTA Y DE LAS EMOCIONES;4;2;;;2020
F929 - TRASTORNO MIXTO DE LA CONDUCTA Y DE LAS EMOCIONES, NO ESPECIFICADO;2;1;;;2020
F930 - TRASTORNO DE ANSIEDAD DE SEPARACION EN LA NIÑEZ;1;1;;;2020
F931 - TRASTORNO DE ANSIEDAD FOBICA EN LA NIÑEZ;;;;;2020
F932 - TRASTORNO DE ANSIEDAD SOCIAL EN LA NIÑEZ;;;;;2020
F933 - TRASTORNO DE RIVALIDAD ENTRE HERMANOS;;;;;2020
F938 - OTROS TRASTORNOS EMOCIONALES EN LA NIÑEZ;1;;;;2020
F939 - TRASTORNO EMOCIONAL EN LA NIÑEZ, NO ESPECIFICADO;;2;;;2020
F940 - MUTISMO ELECTIVO;;1;;;2020
F948 - OTROS TRASTORNOS DEL COMPORTAMIENTO SOCIAL EN LA NIÑEZ;3;5;;;2020
F949 - TRASTORNO DEL COMPORTAMIENTO SOCIAL EN LA NIÑEZ, NO ESPECIFICADO;1;7;;1;2020
F950 - TRASTORNO POR TIC TRANSITORIO;;;;;2020
F951 - TRASTORNO POR TIC MOTOR O VOCAL CRONICO;1;;;;2020
F952 - TRASTORNOS POR TICS MOTORES Y VOCALES MULTIPLES COMBINADOS [DE LA TOURETTE];;1;;;2020
F958 - OTROS TRASTORNOS POR TIC;;;;;2020
F980 - ENURESIS NO ORGANICA;4;1;;;2020
F982 - TRASTORNO DE LA INGESTION ALIMENTARIA EN LA INFANCIA Y EN LA NIÑEZ;;1;;;2020
F983 - PICA EN LA INFANCIA Y LA NIÑEZ;;;;;2020
F984 - TRASTORNOS DE LOS MOVIMIENTOS ESTEREOTIPADOS;;;;;2020
F985 - TARTAMUDEZ [ESPASMOFEMIA];;1;;;2020
F986 - FARFULLEO;2;;;;2020
F988 - OTROS TRASTORNOS EMOCIONALES Y DEL COMPORTAMIENTO QUE APARECEN HABITUALMENTE EN LA NIÑEZ Y EN LA ADOLESCENCIA;19;15;;;2020
F989 - TRASTORNOS NO ESPECIFICADOS, EMOCIONALES Y DEL COMPORTAMIENTO, QUE APARECEN HABITUALMENTE EN LA NIÑEZ Y EN LA ADOLESCENCIA;3;3;;;2020
F99X - TRASTORNO MENTAL, NO ESPECIFICADO;;;;;2020
17662 - Samaná;145;138;;;2020
F000 - DEMENCIA EN LA ENFERMEDAD DE ALZHEIMER, DE COMIENZO TEMPRANO (G30.0†);;;;;2020
F001 - DEMENCIA EN LA ENFERMEDAD DE ALZHEIMER, DE COMIENZO TARDIO (G30.1†);;;;;2020
F002 - DEMENCIA EN LA ENFERMEDAD DE ALZHEIMER, ATIPICA O DE TIPO MIXTO (G30.8†);;;;;2020
F009 - DEMENCIA EN LA ENFERMEDAD DE ALZHEIMER, NO ESPECIFICADA (G30.9†);1;;;;2020
F011 - DEMENCIA VASCULAR POR INFARTOS MULTIPLES;;;;;2020
F012 - DEMENCIA VASCULAR SUBCORTICAL;;;;;2020
F018 - OTRAS DEMENCIAS VASCULARES;;;;;2020
F019 - DEMENCIA VASCULAR, NO ESPECIFICADA;;;;;2020
F023 - DEMENCIA EN LA ENFERMEDAD DE PARKINSON (G20†);;1;;;2020
F028 - DEMENCIA EN OTRAS ENFERMEDADES ESPECIFICADAS CLASIFICADAS EN OTRA PARTE;;;;;2020
F03X - DEMENCIA , NO ESPECIFICADA;2;3;;;2020
