;AÑOS;;;;;;
C343 - TUMOR MALIGNO DEL LOBULO INFERIOR, BRONQUIO O PULMON;1;;1;;1;1;4
C348 - LESION DE SITIOS CONTIGUOS DE LOS BRONQUIOS Y DEL PULMON;1;1;;1;1;1;5
C349 - TUMOR MALIGNO DE LOS BRONQUIOS O DEL PULMON, PARTE NO ESPECIFICADA;;1;;2;;2;5
C381 - TUMOR MALIGNO DEL MEDIASTINO ANTERIOR;;;1;;1;;2
C383 - TUMOR MALIGNO DEL MEDIASTINO, PARTE NO ESPECIFICADA;;;;;;;
C390 - TUMOR MALIGNO DE LAS VIAS RESPIRATORIAS SUPERIORES, PARTE NO ESPECIFICADA;;;;;1;;1
C398 - LESION DE SITIOS CONTIGUOS DE LOS ORGANOS RESPIRATORIOS E INTRATORACICOS;;1;;;;;1
C400 - TUMOR MALIGNO DEL OMOPLATO Y DE LOS HUESOS LARGOS DEL MIEMBRO SUPERIOR;;;;;;1;1
C402 - TUMOR MALIGNO DE LOS HUESOS LARGOS DEL MIEMBRO INFERIOR;1;;;;;;1
C408 - LESION DE SITIOS CONTIGUOS DE LOS HUESOS Y DE LOS CARTILAGOS ARTICULARES DE LOS MIEMBROS;;;;;;;
C411 - TUMOR MALIGNO DEL HUESO DEL MAXILAR INFERIOR;;;;1;;;1
C412 - TUMOR MALIGNO DE LA COLUMNA VERTEBRAL;;;1;;1;;2
C413 - TUMOR MALIGNO DE LA COSTILLA, ESTERNON Y CLAVICULA;;;;;;;
C414 - TUMOR MALIGNO DE LOS HUESOS DE LA PELVIS, SACRO Y COCCIX;1;;1;;;;2
C418 - LESION DE SITIOS CONTIGUOS DEL HUESO Y DEL CARTILAGO ARTICULAR;;;;1;;;1
C433 - MELANOMA MALIGNO DE LAS OTRAS PARTES Y LAS NO ESPECIFICADAS DE LA CARA;;;1;;;;1
C434 - MELANOMA MALIGNO DEL CUERO CABELLUDO Y DEL CUELLO;;;;;;;
C435 - MELANOMA MALIGNO DEL TRONCO;1;;1;;;;2
C436 - MELANOMA MALIGNO DEL MIEMBRO SUPERIOR, INCLUIDO EL HOMBRO;;;;;;;
C437 - MELANOMA MALIGNO DEL MIEMBRO INFERIOR, INCLUIDA LA CADERA;1;;;;;1;2
C438 - MELANOMA MALIGNO DE SITIOS CONTIGUOS DE LA PIEL;;;;1;;1;2
C439 - MELANOMA MALIGNO DE PIEL, SITIO NO ESPECIFICADO;;1;;;;1;2
C440 - TUMOR MALIGNO DE LA PIEL DEL LABIO;;;;;;;
C441 - TUMOR MALIGNO DE LA PIEL DEL PARPADO, INCLUIDA LA COMISURA PALPEBRAL;;;1;1;1;;3
C442 - TUMOR MALIGNO DE LA PIEL DE LA OREJA Y DEL CONDUCTO AUDITIVO EXTERNO;;;;1;;;1
C443 - TUMOR MALIGNO DE LA PIEL DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA CARA;13;18;26;20;12;14;103
C444 - TUMOR MALIGNO DE LA PIEL DEL CUERO CABELLUDO Y DEL CUELLO;;1;;2;;;3
C445 - TUMOR MALIGNO DE LA PIEL DEL TRONCO;;1;1;;;;2
C446 - TUMOR MALIGNO DE LA PIEL DEL MIEMBRO SUPERIOR, INCLUIDO EL HOMBRO;;2;1;;;;3
C447 - TUMOR MALIGNO DE LA PIEL DEL MIEMBRO INFERIOR, INCLUIDA LA CADERA;;;;1;;;1
C449 - TUMOR MALIGNO DE LA PIEL, SITIO NO ESPECIFICADO;2;1;4;1;;;8
C478 - LESION DE SITIOS CONTIGUOS DE LOS NERVIOS PERIFERICOS Y DEL SISTEMA NERVIOSO AUTONOMO;;;;;;;
C481 - TUMOR MALIGNO DE PARTE ESPECIFICADA DEL PERITONEO;;;;;;;
C482 - TUMOR MALIGNO DEL PERITONEO, SIN OTRA ESPECIFICACION;;;;;;;
C490 - TUMOR MALIGNO DEL TEJIDO CONJUNTIVO Y TEJIDO BLANDO DE LA CABEZA, CARA Y CUELLO;;1;;;;;1
C491 - TUMOR MALIGNO DEL TEJIDO CONJUNTIVO Y TEJIDO BLANDO DEL MIEMBRO SUPERIOR, INCLUIDO EL HOMBRO;;;;;;;
C492 - TUMOR MALIGNO DEL TEJIDO CONJUNTIVO Y TEJIDO BLANDO DEL MIEMBRO INFERIOR, INCLUIDA LA CADERA;;;1;;1;;2
C493 - TUMOR MALIGNO DEL TEJIDO CONJUNTIVO Y TEJIDO BLANDO DEL TORAX;;;;;;1;1
C494 - TUMOR MALIGNO DEL TEJIDO CONJUNTIVO Y TEJIDO BLANDO DEL ABDOMEN;;1;;;;;1
C500 - TUMOR MALIGNO DEL PEZON Y AREOLA MAMARIA;;;;;;;
C501 - TUMOR MALIGNO DE LA PORCION CENTRAL DE LA MAMA;1;;2;;3;;6
C502 - TUMOR MALIGNO DEL CUADRANTE SUPERIOR INTERNO DE LA MAMA;;;2;;2;;4
C503 - TUMOR MALIGNO DEL CUADRANTE INFERIOR INTERNO DE LA MAMA;;;;;1;1;2
C504 - TUMOR MALIGNO DEL CUADRANTE SUPERIOR EXTERNO DE LA MAMA;5;;12;;7;;24
C505 - TUMOR MALIGNO DEL CUADRANTE INFERIOR EXTERNO DE LA MAMA;1;;3;;3;;7
C509 - TUMOR MALIGNO DE LA MAMA, PARTE NO ESPECIFICADA;25;;18;;25;;68
C519 - TUMOR MALIGNO DE LA VULVA, PARTE NO ESPECIFICADA;;;;;;;
C52X - TUMOR MALIGNO DE LA VAGINA;1;;;;;;1
C530 - TUMOR MALIGNO DEL ENDOCERVIX;;;1;;2;;3
C531 - TUMOR MALIGNO DE EXOCERVIX;9;;11;;10;;30
C539 - TUMOR MALIGNO DEL CUELLO DEL UTERO, SIN OTRA ESPECIFICACION;2;;3;;5;;10
C541 - TUMOR MALIGNO DEL ENDOMETRIO;1;;2;;3;;6
C549 - TUMOR MALIGNO DEL CUERPO DEL UTERO, PARTE NO ESPECIFICADA;;;1;;1;;2
C55X - TUMOR MALIGNO DEL UTERO, PARTE NO ESPECIFICADA;;;1;;;;1
C56X - TUMOR MALIGNO DEL OVARIO;1;;2;;2;;5
C570 - TUMOR MALIGNO DE LA TROMPA DE FALOPIO;;;;;;;
C608 - LESION DE SITIOS CONTIGUOS DEL PENE;;3;;2;;;5
C609 - TUMOR MALIGNO DEL PENE, PARTE NO ESPECIFICADA;;1;;;;;1
C61X - TUMOR MALIGNO DE LA PROSTATA;;5;;13;;14;32
C620 - TUMOR MALIGNO DEL TESTICULO NO DESCENDIDO;;;;1;;1;2
C621 - TUMOR MALIGNO DEL TESTICULO DESCENDIDO;;1;;1;;;2
C629 - TUMOR MALIGNO DEL TESTICULO, NO ESPECIFICADO;;;;1;;1;2
C638 - LESION DE SITIOS CONTIGUOS DE LOS ORGANOS GENITALES MASCULINOS;;1;;1;;;2
C64X - TUMOR MALIGNO DEL RIÑON, EXCEPTO DE LA PELVIS RENAL;1;;1;;1;1;4
C65X - TUMOR MALIGNO DE LA PELVIS RENAL;1;;;;1;;2
C672 - TUMOR MALIGNO DE LA PARED LATERAL DE LA VEJIGA;;;;;;;
C674 - TUMOR MALIGNO DE LA PARED POSTERIOR DE LA VEJIGA;;;;1;;1;2
C679 - TUMOR MALIGNO DE LA VEJIGA URINARIA, PARTE NO ESPECIFICADA;2;1;2;1;2;;8
C688 - LESION DE SITIOS CONTIGUOS DE LOS ORGANOS URINARIOS;;;;;;;
C690 - TUMOR MALIGNO DE LA CONJUNTIVA;;;1;1;;;2
C691 - TUMOR MALIGNO DE LA CORNEA;;;;1;;;1
C692 - TUMOR MALIGNO DE LA RETINA;1;;;;1;;2
C696 - TUMOR MALIGNO DE LA ORBITA;;;;1;;;1
C698 - LESION DE SITIOS CONTIGUOS DEL OJO Y SUS ANEXOS;;;2;10;2;4;18
C699 - TUMOR MALIGNO DEL OJO, PARTE NO ESPECIFICADA;;;;;;;
C700 - TUMOR MALIGNO DE LAS MENINGES CEREBRALES;;;;;;;
C709 - TUMOR MALIGNO DE LAS MENINGES, PARTE NO ESPECIFICADA;;;;;;;
C710 - TUMOR MALIGNO DEL CEREBRO, EXCEPTO LOBULOS Y VENTRICULOS;;1;2;;;;3
C711 - TUMOR MALIGNO DEL LOBULO FRONTAL;;;;;1;;1
C713 - TUMOR MALIGNO DEL LOBULO PARIETAL;;1;;1;;1;3
C715 - TUMOR MALIGNO DEL VENTRICULO CEREBRAL;;1;;;;;1
C718 - LESION DE SITIOS CONTIGUOS DEL ENCEFALO;;;1;;1;;2
C719 - TUMOR MALIGNO DEL ENCEFALO, PARTE NO ESPECIFICADA;;;;1;;;1
C728 - LESION DE SITIOS CONTIGUOS DEL ENCEFALO Y OTRAS PARTES DEL SISTEMA NERVIOSO CENTRAL;;;1;1;1;;3
C73X - TUMOR MALIGNO DE LA GLANDULA TIROIDES;9;;11;2;14;;36
C750 - TUMOR MALIGNO DE LA GLANDULA PARATIROIDES;;;;;;;
C751 - TUMOR MALIGNO DE LA HIPOFISIS;;;;;;;
C758 - TUMOR MALIGNO PLURIGLANDULAR, NO ESPECIFICADO;;;1;;;;1
C759 - TUMOR MALIGNO DE GLANDULA ENDOCRINA NO ESPECIFICADA;;;;;;;
C760 - TUMOR MALIGNO DE LA CABEZA, CARA Y CUELLO;1;;1;2;;1;5
C761 - TUMOR MALIGNO DEL TORAX;1;;;;;;1
C762 - TUMOR MALIGNO DEL ABDOMEN;;;;;;;
C770 - TUMOR MALIGNO DE LOS GANGLIOS LINFATICOS DE LA CABEZA, CARA Y CUELLO;;;;1;;;1
C774 - TUMOR MALIGNO DE LOS GANGLIOS LINFATICOS DE LA REGION INGUINAL Y DEL MIEMBRO INFERIOR;;;;;;;
C779 - TUMOR MALIGNO DEL GANGLIO LINFATICO, SITIO NO ESPECIFICADO;;;;1;;1;2
C780 - TUMOR MALIGNO SECUNDARIO DEL PULMON;;;;;;1;1
C785 - TUMOR MALIGNO SECUNDARIO DEL INTESTINO GRUESO Y DEL RECTO;;1;;;;;1
C786 - TUMOR MALIGNO SECUNDARIO DEL PERITONEO Y DEL RETROPERITONEO;;;;;;;
C787 - TUMOR MALIGNO SECUNDARIO DEL HIGADO;;;;;;;
C790 - TUMOR MALIGNO SECUNDARIO DEL RIÑON Y DE LA PELVIS RENAL;1;;;;;;1
C795 - TUMOR MALIGNO SECUNDARIO DE LOS HUESOS Y DE LA MEDULA OSEA;;;;;;;
C80X - TUMOR MALIGNO DE SITIOS NO ESPECIFICADOS;;;3;;;1;4
17867 - Victoria;27;16;25;19;19;12;118
C008 - LESION DE SITIOS CONTIGUOS DEL LABIO;;;;1;;;1
C021 - TUMOR MALIGNO DEL BORDE DE LA LENGUA;;;;;;;
C022 - TUMOR MALIGNO DE LA CARA VENTRAL DE LA LENGUA;;;;;;1;1
C028 - LESION DE SITIOS CONTIGUOS DE LA LENGUA;;;;;;;
C029 - TUMOR MALIGNO DE LA LENGUA, PARTE NO ESPECIFICADA;;;;;;1;1
C068 - LESION DE SITIOS CONTIGUOS DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA BOCA;;;;;;;
C07X - TUMOR MALIGNO DE LA GLANDULA PAROTIDA;;;;1;;;1
C099 - TUMOR MALIGNO DE LA AMIGDALA, PARTE NO ESPECIFICADA;;;;;;;
C138 - LESION DE SITIOS CONTIGUOS DE LA HIPOFARINGE;;;1;;;;1
C148 - LESION DE SITIOS CONTIGUOS DEL LABIO, DE LA CAVIDAD BUCAL Y DE LA LARINGE;;1;;;;;1
C151 - TUMOR MALIGNO DEL ESOFAGO, PORCION TORACICA;;;;1;;;1
C161 - TUMOR MALIGNO DEL FUNDUS GASTRICO;1;;;;1;1;3
C162 - TUMOR MALIGNO DEL CUERPO DEL ESTOMAGO;1;;1;;;;2
C163 - TUMOR MALIGNO DEL ANTRO PILORICO;1;;;;;;1
C164 - TUMOR MALIGNO DEL PILORO;;;;;;;
C165 - TUMOR MALIGNO DE LA CURVATURA MENOR DEL ESTOMAGO, SIN OTRA ESPECIFICACION;;;1;;;;1
C166 - TUMOR MALIGNO DE LA CURVATURA MAYOR DEL ESTOMAGO, SIN OTRA ESPECIFICACION;;;;;;;
C168 - LESION DE SITIOS CONTIGUOS DEL ESTOMAGO;;;;;;;
C169 - TUMOR MALIGNO DEL ESTOMAGO, PARTE NO ESPECIFICADA;1;;;1;1;2;5
C170 - TUMOR MALIGNO DEL DUODENO;;;;1;;1;2
C182 - TUMOR MALIGNO DEL COLON ASCENDENTE;1;;;;1;1;3
C186 - TUMOR MALIGNO DEL COLON DESCENDENTE;1;;;;1;;2
C187 - TUMOR MALIGNO DEL COLON SIGMOIDE;;;;1;;;1
C189 - TUMOR MALIGNO DEL COLON, PARTE NO ESPECIFICADA;;2;2;;;;4
C19X - TUMOR MALIGNO DE LA UNION RECTOSIGMOIDEA;;;;1;;;1
C20X - TUMOR MALIGNO DEL RECTO;;;;;1;;1
C210 - TUMOR MALIGNO DEL ANO, PARTE NO ESPECIFICADA;;;1;;1;1;3
C211 - TUMOR MALIGNO DEL CONDUCTO ANAL;;;1;1;1;;3
C229 - TUMOR MALIGNO DEL HIGADO, NO ESPECIFICADO;;1;;;;;1
C250 - TUMOR MALIGNO DE LA CABEZA DEL PANCREAS;;;;1;;1;2
C269 - TUMOR MALIGNO DE SITIOS MAL DEFINIDOS DE LOS ORGANOS DIGESTIVOS;;;;;;;
C328 - LESION DE SITIOS CONTIGUOS DE LA LARINGE;1;;;1;;;2
C329 - TUMOR MALIGNO DE LA LARINGE, PARTE NO ESPECIFICADA;;;;;1;;1
C341 - TUMOR MALIGNO DEL LOBULO SUPERIOR, BRONQUIO O PULMON;;;;1;;;1
C342 - TUMOR MALIGNO DEL LOBULO MEDIO, BRONQUIO O PULMON;;;;;;;
C348 - LESION DE SITIOS CONTIGUOS DE LOS BRONQUIOS Y DEL PULMON;;;;;;;
C349 - TUMOR MALIGNO DE LOS BRONQUIOS O DEL PULMON, PARTE NO ESPECIFICADA;;;;1;;;1
C430 - MELANOMA MALIGNO DEL LABIO;;;;1;;;1
C441 - TUMOR MALIGNO DE LA PIEL DEL PARPADO, INCLUIDA LA COMISURA PALPEBRAL;;2;;;;;2
C442 - TUMOR MALIGNO DE LA PIEL DE LA OREJA Y DEL CONDUCTO AUDITIVO EXTERNO;;;;;;;
C443 - TUMOR MALIGNO DE LA PIEL DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA CARA;5;;4;1;1;2;13
C444 - TUMOR MALIGNO DE LA PIEL DEL CUERO CABELLUDO Y DEL CUELLO;1;;3;;1;;5
C445 - TUMOR MALIGNO DE LA PIEL DEL TRONCO;2;;;;;;2
C446 - TUMOR MALIGNO DE LA PIEL DEL MIEMBRO SUPERIOR, INCLUIDO EL HOMBRO;;;;;;;
C449 - TUMOR MALIGNO DE LA PIEL, SITIO NO ESPECIFICADO;;;;;;;
C479 - TUMOR MALIGNO DE LOS NERVIOS PERIFERICOS Y DEL SISTEMA NERVIOSO AUTONOMO, PARTE NO ESPECIFICADA;;;;;;;
C480 - TUMOR MALIGNO DEL RETROPERITONEO;;;;;1;;1
C494 - TUMOR MALIGNO DEL TEJIDO CONJUNTIVO Y TEJIDO BLANDO DEL ABDOMEN;;;;;;;
C499 - TUMOR MALIGNO DEL TEJIDO CONJUNTIVO Y TEJIDO BLANDO, DE SITIO NO ESPECIFICADO;;;;;;;
C501 - TUMOR MALIGNO DE LA PORCION CENTRAL DE LA MAMA;;;;;;;
C502 - TUMOR MALIGNO DEL CUADRANTE SUPERIOR INTERNO DE LA MAMA;;;1;;1;;2
C503 - TUMOR MALIGNO DEL CUADRANTE INFERIOR INTERNO DE LA MAMA;1;;1;;1;;3
C504 - TUMOR MALIGNO DEL CUADRANTE SUPERIOR EXTERNO DE LA MAMA;3;;3;;3;;9
C505 - TUMOR MALIGNO DEL CUADRANTE INFERIOR EXTERNO DE LA MAMA;;;1;;;;1
C509 - TUMOR MALIGNO DE LA MAMA, PARTE NO ESPECIFICADA;5;;4;;5;;14
C52X - TUMOR MALIGNO DE LA VAGINA;1;;;;;;1
C530 - TUMOR MALIGNO DEL ENDOCERVIX;1;;;;;;1
C531 - TUMOR MALIGNO DE EXOCERVIX;1;;2;;2;;5
C539 - TUMOR MALIGNO DEL CUELLO DEL UTERO, SIN OTRA ESPECIFICACION;;;;;;;
C541 - TUMOR MALIGNO DEL ENDOMETRIO;1;;;;1;;2
C56X - TUMOR MALIGNO DEL OVARIO;1;;1;;;;2
C602 - TUMOR MALIGNO DEL CUERPO DEL PENE;;;;;;;
C608 - LESION DE SITIOS CONTIGUOS DEL PENE;;4;;1;;2;7
C609 - TUMOR MALIGNO DEL PENE, PARTE NO ESPECIFICADA;;;;;;1;1
C61X - TUMOR MALIGNO DE LA PROSTATA;;3;;2;;1;6
C621 - TUMOR MALIGNO DEL TESTICULO DESCENDIDO;;;;;;;
C629 - TUMOR MALIGNO DEL TESTICULO, NO ESPECIFICADO;;1;;;;;1
C64X - TUMOR MALIGNO DEL RIÑON, EXCEPTO DE LA PELVIS RENAL;;1;2;1;1;;5
C65X - TUMOR MALIGNO DE LA PELVIS RENAL;;;;;;;
C679 - TUMOR MALIGNO DE LA VEJIGA URINARIA, PARTE NO ESPECIFICADA;2;;;;;;2
C690 - TUMOR MALIGNO DE LA CONJUNTIVA;1;1;;1;;;3
C698 - LESION DE SITIOS CONTIGUOS DEL OJO Y SUS ANEXOS;;;1;3;;;4
C710 - TUMOR MALIGNO DEL CEREBRO, EXCEPTO LOBULOS Y VENTRICULOS;;;;;;;
C719 - TUMOR MALIGNO DEL ENCEFALO, PARTE NO ESPECIFICADA;1;;;;;;1
C728 - LESION DE SITIOS CONTIGUOS DEL ENCEFALO Y OTRAS PARTES DEL SISTEMA NERVIOSO CENTRAL;;;;;;;
C73X - TUMOR MALIGNO DE LA GLANDULA TIROIDES;;;;;;;
C740 - TUMOR MALIGNO DE LA CORTEZA DE LA GLANDULA SUPRARRENAL;;;;;;;
C749 - TUMOR MALIGNO DE LA GLANDULA SUPRARRENAL, PARTE NO ESPECIFICADA;;;;;;;
C760 - TUMOR MALIGNO DE LA CABEZA, CARA Y CUELLO;;;;1;;;1
C761 - TUMOR MALIGNO DEL TORAX;;;;;1;;1
C762 - TUMOR MALIGNO DEL ABDOMEN;;;;;;;
C787 - TUMOR MALIGNO SECUNDARIO DEL HIGADO;;;;;;;
C795 - TUMOR MALIGNO SECUNDARIO DE LOS HUESOS Y DE LA MEDULA OSEA;;;;;;;
C796 - TUMOR MALIGNO SECUNDARIO DEL OVARIO;;;;;;;
17873 - Villamaría;191;126;258;181;249;193;1.198
C000 - TUMOR MALIGNO DEL LABIO SUPERIOR, CARA EXTERNA;1;;1;;1;;3
C002 - TUMOR MALIGNO DEL LABIO, CARA EXTERNA, SIN OTRA ESPECIFICACIÓN;;;;;;;
C008 - LESION DE SITIOS CONTIGUOS DEL LABIO;;2;;2;;;4
C01X - TUMOR MALIGNO DE LA BASE DE LA LENGUA;1;1;1;;1;1;5
C021 - TUMOR MALIGNO DEL BORDE DE LA LENGUA;;1;;1;;1;3
C023 - TUMOR MALIGNO DE LOS DOS TERCIOS ANTERIORES DE LA LENGUA, PARTE NO ESPECIFICADA;;;;;;;
C024 - TUMOR MALIGNO DE LA AMIGDALA LINGUAL;;;;;;1;1
C028 - LESION DE SITIOS CONTIGUOS DE LA LENGUA;1;;1;;1;;3
C029 - TUMOR MALIGNO DE LA LENGUA, PARTE NO ESPECIFICADA;;;;1;;1;2
C031 - TUMOR MALIGNO DE LA ENCIA INFERIOR;;;;;;1;1
C039 - TUMOR MALIGNO DE LA ENCIA, PARTE NO ESPECIFICADA;;;;;;;
C040 - TUMOR MALIGNO DE LA PARTE ANTERIOR DEL PISO DE LA BOCA;;;;;;1;1
C048 - LESION DE SITIOS CONTIGUOS DEL PISO DE LA BOCA;1;;1;;1;;3
C051 - TUMOR MALIGNO DEL PALADAR BLANDO;;;;1;;;1
C058 - LESION DE SITIOS CONTIGUOS DEL PALADAR;2;;2;;;;4
C068 - LESION DE SITIOS CONTIGUOS DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA BOCA;2;1;1;2;1;3;10
C069 - TUMOR MALIGNO DE LA BOCA, PARTE NO ESPECIFICADA;;;;;;1;1
C07X - TUMOR MALIGNO DE LA GLANDULA PAROTIDA;;;;;;;
C080 - TUMOR MALIGNO DE LA GLANDULA SUBMAXILAR;;;1;1;;2;4
C098 - LESION DE SITIOS CONTIGUOS DE LA AMIGDALA;;;1;;1;;2
C099 - TUMOR MALIGNO DE LA AMIGDALA, PARTE NO ESPECIFICADA;;1;1;;;1;3
C100 - TUMOR MALIGNO DE LA VALECULA;;;;;;;
C102 - TUMOR MALIGNO DE LA PARED LATERAL DE LA OROFARINGE;;;;;;;
C108 - LESION DE SITIOS CONTIGUOS DE LA OROFARINGE;;1;;1;2;2;6
C109 - TUMOR MALIGNO DE LA OROFARINGE, PARTE NO ESPECIFICADA;1;;;;1;;2
C118 - LESION DE SITIOS CONTIGUOS DE LA NASOFARINGE;;;;;1;;1
C140 - TUMOR MALIGNO DE LA FARINGE, PARTE NO ESPECIFICADA;;;;;1;;1
C148 - LESION DE SITIOS CONTIGUOS DEL LABIO, DE LA CAVIDAD BUCAL Y DE LA LARINGE;;;;;;;
C150 - TUMOR MALIGNO DEL ESOFAGO, PORCION CERVICAL;;;;;1;;1
C151 - TUMOR MALIGNO DEL ESOFAGO, PORCION TORACICA;;1;;1;;2;4
C152 - TUMOR MALIGNO DEL ESOFAGO, PORCION ABDOMINAL;;;1;;;1;2
C154 - TUMOR MALIGNO DEL TERCIO MEDIO DEL ESOFAGO;;1;1;2;;1;5
C155 - TUMOR MALIGNO DEL TERCIO INFERIOR DEL ESOFAGO;;;1;;;2;3
C158 - LESION DE SITIOS CONTIGUOS DEL ESOFAGO;2;2;1;;;2;7
C159 - TUMOR MALIGNO DEL ESOFAGO, PARTE NO ESPECIFICADA;1;2;2;1;1;4;11
C160 - TUMOR MALIGNO DEL CARDIAS;;;;;;;
C161 - TUMOR MALIGNO DEL FUNDUS GASTRICO;;2;;5;2;6;15
C162 - TUMOR MALIGNO DEL CUERPO DEL ESTOMAGO;;5;1;2;;5;13
C163 - TUMOR MALIGNO DEL ANTRO PILORICO;1;1;;2;1;1;6
C164 - TUMOR MALIGNO DEL PILORO;;;;;;1;1
C165 - TUMOR MALIGNO DE LA CURVATURA MENOR DEL ESTOMAGO, SIN OTRA ESPECIFICACION;1;;1;;1;;3
C166 - TUMOR MALIGNO DE LA CURVATURA MAYOR DEL ESTOMAGO, SIN OTRA ESPECIFICACION;1;1;;2;;2;6
C168 - LESION DE SITIOS CONTIGUOS DEL ESTOMAGO;3;1;;1;;1;6
C169 - TUMOR MALIGNO DEL ESTOMAGO, PARTE NO ESPECIFICADA;2;3;3;7;2;9;26
C170 - TUMOR MALIGNO DEL DUODENO;;;1;;;1;2
C172 - TUMOR MALIGNO DEL ILEON;;;;1;;;1
C179 - TUMOR MALIGNO DEL INTESTINO DELGADO, PARTE NO ESPECIFICADA;;;;1;;1;2
C180 - TUMOR MALIGNO DEL CIEGO;;2;1;1;1;3;8
C181 - TUMOR MALIGNO DEL APENDICE;1;;1;;;;2
C182 - TUMOR MALIGNO DEL COLON ASCENDENTE;1;2;1;4;3;10;21
C183 - TUMOR MALIGNO DEL ANGULO HEPATICO;;;;;1;1;2
C184 - TUMOR MALIGNO DEL COLON TRANSVERSO;1;;2;;2;;5
C185 - TUMOR MALIGNO DEL ANGULO ESPLENICO;;;;;;;
C186 - TUMOR MALIGNO DEL COLON DESCENDENTE;1;1;1;2;;2;7
C187 - TUMOR MALIGNO DEL COLON SIGMOIDE;1;3;2;3;4;2;15
C188 - LESION DE SITIOS CONTIGUOS DEL COLON;2;1;2;3;1;1;10
C189 - TUMOR MALIGNO DEL COLON, PARTE NO ESPECIFICADA;;2;3;1;4;2;12
C19X - TUMOR MALIGNO DE LA UNION RECTOSIGMOIDEA;;;;1;;;1
C20X - TUMOR MALIGNO DEL RECTO;3;6;2;6;6;11;34
C210 - TUMOR MALIGNO DEL ANO, PARTE NO ESPECIFICADA;1;;;1;;;2
C211 - TUMOR MALIGNO DEL CONDUCTO ANAL;;;2;;1;1;4
C229 - TUMOR MALIGNO DEL HIGADO, NO ESPECIFICADO;;;1;;1;;2
C23X - TUMOR MALIGNO DE LA VESICULA BILIAR;;;1;1;;1;3
C240 - TUMOR MALIGNO D E LAS VIAS BILIARES EXTRAHEPATICAS;;;;;1;;1
C241 - TUMOR MALIGNO DE LA AMPOLLA DE VATER;;;;;;1;1
C248 - LESION DE SITIOS CONTIGUOS DE LAS VIAS BILIARES;;2;2;;1;;5
C249 - TUMOR MALIGNO DE LAS VIAS BILIARES, PARTE NO ESPECIFICADA;;;;;;;
C250 - TUMOR MALIGNO DE LA CABEZA DEL PANCREAS;;2;2;1;;2;7
C251 - TUMOR MALIGNO DEL CUERPO DEL PANCREAS;;;;;;;
C252 - TUMOR MALIGNO DE LA COLA DEL PANCREAS;;1;;1;;;2
C254 - TUMOR MALIGNO DEL PANCREAS ENDOCRINO;1;;;;;1;2
C257 - TUMOR MALIGNO DE OTRAS PARTES ESPECIFICADAS DEL PANCREAS;;;;1;1;1;3
C258 - LESION DE SITIOS CONTIGUOS DEL PANCREAS;;;1;3;;1;5
C259 - TUMOR MALIGNO DEL PANCREAS, PARTE NO ESPECIFICADA;;1;2;1;2;2;8
C269 - TUMOR MALIGNO DE SITIOS MAL DEFINIDOS DE LOS ORGANOS DIGESTIVOS;;;;;;;
C300 - TUMOR MALIGNO DE LA FOSA NASAL;;;;;;;
C318 - LESION DE SITIOS CONTIGUOS DE LOS SENOS PARANASALES;;1;1;;;;2
C320 - TUMOR MALIGNO DE LA GLOTIS;;2;;1;;2;5
C321 - TUMOR MALIGNO DE LA REGION SUPRAGLOTICA;;;;;;;
C328 - LESION DE SITIOS CONTIGUOS DE LA LARINGE;;;;1;;;1
C329 - TUMOR MALIGNO DE LA LARINGE, PARTE NO ESPECIFICADA;;;;;;1;1
C33X - TUMOR MALIGNO DE LA TRAQUEA;;;;;;;
C340 - TUMOR MALIGNO DEL BRONQUIO PRINCIPAL;;;;1;;;1
C341 - TUMOR MALIGNO DEL LOBULO SUPERIOR, BRONQUIO O PULMON;;;1;;1;;2
C342 - TUMOR MALIGNO DEL LOBULO MEDIO, BRONQUIO O PULMON;1;;;;;;1
C343 - TUMOR MALIGNO DEL LOBULO INFERIOR, BRONQUIO O PULMON;;;;1;;1;2
C348 - LESION DE SITIOS CONTIGUOS DE LOS BRONQUIOS Y DEL PULMON;1;;2;2;2;;7
C349 - TUMOR MALIGNO DE LOS BRONQUIOS O DEL PULMON, PARTE NO ESPECIFICADA;2;1;4;1;1;1;10
C37X - TUMOR MALIGNO DEL TIMO;;;;;;;
C381 - TUMOR MALIGNO DEL MEDIASTINO ANTERIOR;;;;;;;
C383 - TUMOR MALIGNO DEL MEDIASTINO, PARTE NO ESPECIFICADA;;1;;;;1;2
C398 - LESION DE SITIOS CONTIGUOS DE LOS ORGANOS RESPIRATORIOS E INTRATORACICOS;;;;;1;;1
C401 - TUMOR MALIGNO DE LOS HUESOS CORTOS DEL MIEMBRO SUPERIOR;;;;;2;;2
C402 - TUMOR MALIGNO DE LOS HUESOS LARGOS DEL MIEMBRO INFERIOR;;;;;;;
C403 - TUMOR MALIGNO DE LOS HUESOS CORTOS DEL MIEMBRO INFERIOR;;;;1;;1;2
C408 - LESION DE SITIOS CONTIGUOS DE LOS HUESOS Y DE LOS CARTILAGOS ARTICULARES DE LOS MIEMBROS;;;;;1;;1
